Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,X.Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,pillName
14701,173.8308,19.5871,118,116,216,192.0587,96.0685,192.8915,95.8366,493.8061,96,52,192,88,200.7944,93.2192,179.8919,0.7576,192.3148,2555487,179,-1.9845,3.3698,100,2555487,96,91,176.721,88,2.154,0.4643,0.9886,00093-1024-06_PART_1_OF_1_CHAL10_SB_8E29C77E.jpg
14777,173.7283,19.5512,118,107,218,192.0447,96.1152,192.806,96.0414,495.2203,96,52,192,89,201.2253,93.5005,0.0308,0.7572,192.5097,2567183,179,-1.9958,3.4121,100,2567183,96,103,4.1704,89,2.1521,0.4647,0.9872,00093-1024-06_PART_1_OF_1_CHAL10_SF_8E29C77E.jpg
27124,159.5057,14.5207,118,91,202,191.9132,96.0559,193.4691,95.7021,668.9605,63,36,257,120,270.3713,127.7331,179.9479,0.7617,257.381,4326433,161,-1.3206,2.6608,100,4326433,63,93,176.8819,120,2.1167,0.4724,0.9885,00093-1025-06_PART_1_OF_1_CHAL10_SB_8A29C56E.jpg
27280,158.8859,14.5879,118,99,203,191.8938,95.988,193.1675,95.7026,669.3036,63,36,258,120,270.6889,128.3169,179.9188,0.7653,258.1937,4334408,162,-1.232,2.2052,100,4334408,63,102,2.2197,120,2.1095,0.474,0.9903,00093-1025-06_PART_1_OF_1_CHAL10_SF_8A29C56E.jpg
27625,172.4176,17.1485,177,116,215,192.045,96.0569,193.2604,95.6644,672.7178,62,36,260,120,272.5156,129.0687,0.0312,0.7671,260.1557,4763037,176,-2.0229,4.3245,100,4763037,62,100,1.9825,120,2.1114,0.4736,0.9917,00093-1026-06_PART_1_OF_1_CHAL10_SB_8129C0EE.jpg
27665,171.6308,16.5941,176,117,214,192.0832,95.9618,193.0262,95.8016,672.7178,62,36,260,120,272.605,129.2132,179.977,0.7682,260.2326,4748167,175,-2.0819,4.8207,100,4748167,62,101,2.4226,120,2.1097,0.474,0.9919,00093-1026-06_PART_1_OF_1_CHAL10_SF_8129C0EE.jpg
17681,159.1377,16.2762,118,85,229,191.835,96.0356,193.3662,95.8928,495.1442,117,21,150,150,150.6997,149.3842,33.7186,0.9063,151.9243,2813713,161,-1.0355,1.6762,100,2813713,122,126,22.8519,149.9066,1.0088,0.9913,0.9888,00093-1041-01_PART_1_OF_1_CHAL10_SB_C429E27F.jpg
17563,154.4107,13.808,155,104,205,191.8195,95.7031,190.9252,95.5652,493.9727,117,21,151,149,150.2175,148.8635,9.1574,0.9045,151.4761,2711916,156,-1.0988,2.1474,100,2711916,117,107,4.5438,149,1.0091,0.991,0.9883,00093-1041-01_PART_1_OF_1_CHAL10_SF_C429E27F.jpg
9309,173.6382,21.4573,118,111,212,191.8426,95.9697,192.3805,95.8056,378.6934,121,59,142,74,148.3999,79.8692,179.9339,0.8157,142.5061,1616398,180,-1.8358,2.2956,100,1616398,121,89,175.1696,74,1.858,0.5382,0.9903,00093-1044-01_PART_1_OF_1_CHAL10_SB_B229D97E.jpg
9319,173.0356,20.8438,118,110,207,191.8595,96.0039,192.3577,95.9498,379.2792,121,59,142,74,148.5009,79.9007,0.1888,0.8141,142.5938,1612519,180,-1.9896,2.614,100,1612519,121,103,5.2308,74,1.8586,0.538,0.9902,00093-1044-01_PART_1_OF_1_CHAL10_SF_B229D97E.jpg
25861,175.3564,17.0409,178,116,205,191.84,96.1499,192.6242,95.8428,640.6001,71,28,242,136,243.3948,135.2833,179.7552,0.7919,242.2065,4534891,179,-2.5014,5.8017,100,4534891,71,91,177.6338,136,1.7991,0.5558,0.9895,00093-1048-98_PART_1_OF_1_CHAL10_SB_C029E06F.jpg
25868,174.0958,16.8615,176,117,213,191.7766,95.9212,192.7761,95.7695,640.3574,71,28,241,136,243.0431,135.5157,179.7505,0.7927,241.4063,4503511,177,-2.3435,5.4106,100,4503511,71,91,176.6754,136,1.7935,0.5576,0.9897,00093-1048-98_PART_1_OF_1_CHAL10_SF_C029E06F.jpg
34521,174.4144,16.5332,174,116,208,191.9173,95.918,193.6602,95.6721,754.7422,47,22,290,148,295.5796,148.7028,179.7973,0.7615,290.0845,6020959,176,-2.1867,5.46,100,6020959,47,92,178.6173,148,1.9877,0.5031,0.9905,00093-1049-98_PART_1_OF_1_CHAL10_SB_CE29E75F.jpg
34861,172.7135,16.0012,172,116,204,192.0029,96.0138,193.5054,95.7676,755.9138,47,22,290,148,296.677,149.6119,179.9892,0.7667,290.4978,6020966,174,-2.1887,5.5042,100,6020966,47,105,3.3549,148,1.983,0.5043,0.9912,00093-1049-98_PART_1_OF_1_CHAL10_SF_CE29E75F.jpg
14164,123.9635,13.4992,118,52,177,192.0201,95.985,192.7855,95.6717,471.463,103,50,178,92,184.3675,97.8164,0.0423,0.8008,178.0702,1755819,123,-0.0433,1.1726,100,1755819,103,98,1.609,92,1.8848,0.5306,0.9878,00093-1052-01_PART_1_OF_1_CHAL10_SB_AE29D76E.jpg
14264,122.4201,14.7704,118,48,178,191.9443,95.9316,192.611,95.7017,472.0488,103,50,178,92,184.9412,98.2014,0.0734,0.8044,178.2274,1746200,122,-0.4979,2.8267,100,1746200,103,101,2.8945,92,1.8833,0.531,0.9887,00093-1052-01_PART_1_OF_1_CHAL10_SF_AE29D76E.jpg
18908,169.8454,17.1282,174,116,213,191.8318,95.9822,192.5423,95.7328,561.6051,83,46,218,100,228.6807,105.2752,0.0573,0.7533,218.6618,3211437,173,-2.0565,4.3625,100,3211437,83,87,175.541,100,2.1722,0.4604,0.9893,00093-1060-01_PART_1_OF_1_CHAL10_SB_DC29EE4F.jpg
18915,164.1987,17.1196,172,98,209,192.0673,95.9476,192.5532,95.1227,561.0193,83,46,218,100,228.9121,105.2077,0.0794,0.7552,218.8264,3105818,169,-1.4417,2.0243,100,3105818,83,105,4.9811,100,2.1758,0.4596,0.9895,00093-1060-01_PART_1_OF_1_CHAL10_SB_EE21777B.jpg
18965,169.5206,17.5064,118,116,214,192.0376,95.9916,192.5184,95.7256,563.262,82,46,220,100,228.9554,105.4659,179.8589,0.7512,220.0205,3214958,173,-1.9016,3.5548,100,3214958,82,97,0.7813,100,2.1709,0.4606,0.9889,00093-1060-01_PART_1_OF_1_CHAL10_SF_DC29EE4F.jpg
19012,164.8582,16.8698,118,104,211,191.8932,95.8316,192.258,95.4137,564.4335,82,46,220,100,229.6545,105.4054,179.9869,0.7499,220.184,3134285,169,-1.5645,2.5519,100,3134285,82,101,2.3426,100,2.1788,0.459,0.9888,00093-1060-01_PART_1_OF_1_CHAL10_SF_EE21777B.jpg
14576,170.8766,18.7752,118,114,221,191.8604,95.9907,192.7828,95.7447,492.3919,96,52,191,88,200.1922,92.7046,179.8408,0.7555,191.5124,2490698,175,-1.8639,3.2785,100,2490698,96,91,175.8078,88,2.1595,0.4631,0.9876,00093-1061-01_PART_1_OF_1_CHAL10_SB_9329C9EE.jpg
14674,170.6217,19.0575,118,115,216,191.901,95.8831,192.8022,95.6879,493.8061,96,52,192,88,200.7479,93.0696,179.955,0.7562,192.2602,2503703,175,-1.7095,2.8379,100,2503703,96,90,177.0185,88,2.157,0.4636,0.9881,00093-1061-01_PART_1_OF_1_CHAL10_SF_9329C9EE.jpg
22928,173.1538,17.5352,177,117,215,192.0181,96.0159,193.3548,95.6913,618.5757,72,41,240,110,251.915,115.8837,0.0943,0.753,240.7509,3970070,176,-2.1354,4.6358,100,3970070,72,105,4.5265,110,2.1739,0.46,0.99,00093-1062-01_PART_1_OF_1_CHAL10_SB_A529D2EE.jpg
23004,171.7522,17.8211,118,117,214,191.726,95.9897,193.0024,95.8306,621.4041,71,41,242,110,252.6325,115.9376,0.0422,0.7486,242.1012,3950988,175,-1.8743,3.6317,100,3950988,71,100,1.6569,110,2.179,0.4589,0.9894,00093-1062-01_PART_1_OF_1_CHAL10_SF_A529D2EE.jpg
29894,172.1352,17.4746,175,116,224,192.0882,95.8052,192.7997,95.1112,708.86,54,33,276,125,288.8069,131.7913,0.0424,0.7476,276.2607,5145811,174,-1.5185,3.9822,100,5145811,54,91,177.5104,125,2.1914,0.4563,0.9909,00093-1063-01_PART_1_OF_1_CHAL10_SB_22269114.jpg
29560,169.8448,16.0945,173,112,214,191.8933,95.9838,193.1193,95.5723,704.0315,55,34,274,124,287.3396,130.9842,179.8802,0.7494,274.5269,5020612,172,-1.8965,4.7643,100,5020612,55,87,176.4497,124,2.1937,0.4559,0.9913,00093-1063-01_PART_1_OF_1_CHAL10_SB_A029D07E.jpg
30003,174.7562,19.0713,181,108,223,191.87,95.9558,192.4823,95.2036,709.6884,54,33,276,126,289.0601,132.156,0.0206,0.7486,276.5231,5243211,179,-1.6643,3.1759,100,5243211,54,87,176.4754,126,2.1873,0.4572,0.9905,00093-1063-01_PART_1_OF_1_CHAL10_SF_22269114.jpg
29618,168.6609,16.6922,118,112,216,191.8004,95.9393,192.9407,95.7981,704.86,55,33,274,125,287.4241,131.2027,179.9582,0.7491,274.729,4995400,171,-1.6108,3.4702,100,4995400,55,85,175.8252,125,2.1907,0.4565,0.9906,00093-1063-01_PART_1_OF_1_CHAL10_SF_A029D07E.jpg
22788,126.1617,12.0577,118,61,184,192.0034,96.008,194.4707,95.1076,563.0854,106,11,171,170,170.663,170.011,4.5114,0.9032,171.968,2874973,124,0.7308,1.7995,100,2874973,120,143,34.3369,170,1.0038,0.9962,0.9894,00093-1077-01_PART_1_OF_1_CHAL10_SB_60293059.jpg
22758,119.7301,12.2477,118,52,187,191.9848,96.0404,190.3542,94.8979,561.6711,107,11,170,170,170.7254,169.7251,144.614,0.9065,172.1046,2724817,118,0.8309,1.9165,100,2724817,125,42,141.1322,170,1.0059,0.9941,0.9897,00093-1077-01_PART_1_OF_1_CHAL10_SF_60293059.jpg
39316,174.6402,16.6999,175,117,215,192.0772,95.9671,194.2595,95.5089,813.5879,33,27,318,138,335.0376,149.4121,179.8386,0.7464,318.1902,6866155,176,-2.0002,5.2151,100,6866155,33,90,178.0189,138,2.2424,0.446,0.9932,00093-1078-53_PART_1_OF_1_CHAL10_SB_8529C2FE.jpg
39126,173.0843,16.6128,174,117,217,191.8024,96.0139,193.8951,95.8382,811.5879,33,27,317,138,334.5824,148.8924,179.8812,0.7465,317.4555,6772097,174,-1.7948,4.7044,100,6772097,33,90,176.9303,138,2.2471,0.445,0.9926,00093-1078-53_PART_1_OF_1_CHAL10_SF_8529C2FE.jpg
32474,112.8977,8.8484,118,67,198,191.9258,95.9873,191.1643,95.5141,728.9848,52,23,280,146,283.0534,146.0756,179.8315,0.7679,280.0875,3666241,112,0.6876,3.0645,100,3666241,52,100,1.4321,146,1.9377,0.5161,0.9904,00093-1087-01_PART_1_OF_1_CHAL10_SB_9E29CF5E.jpg
32325,111.9812,9.2392,118,66,188,191.9061,95.7952,191.5229,94.9818,726.7422,53,23,278,146,282.3849,145.7495,179.9808,0.7691,278.6485,3619793,112,0.1407,2.4176,100,3619793,53,86,176.0902,146,1.9375,0.5161,0.9904,00093-1087-01_PART_1_OF_1_CHAL10_SF_9E29CF5E.jpg
48746,171.5294,14.0512,178,112,196,191.8627,96.0099,191.3359,95.1218,859.997,36,2,312,188,320.1256,193.8781,179.709,0.8282,312.5188,8361373,176,-2.6224,7.1916,100,8361373,36,86,176.6981,188,1.6512,0.6056,0.9929,00093-1118-01_PART_1_OF_1_CHAL10_SB_D32969BB.jpg
48651,169.8625,13.5758,177,101,195,192.2574,95.8641,191.8831,95.2316,858.2397,36,2,312,188,319.5172,193.8687,179.9817,0.83,312.4628,8263982,174,-2.6715,7.4136,100,8263982,36,86,176.8812,188,1.6481,0.6068,0.993,00093-1118-01_PART_1_OF_1_CHAL10_SF_D32969BB.jpg
36971,95.105,11.5341,118,44,171,191.9573,96.0535,193.5816,95.4795,748.2986,57,12,270,168,276.8144,170.0523,0.1955,0.8297,270.8948,3516128,94,0.2115,1.1821,100,3516128,57,85,175.3417,167.9273,1.6278,0.6143,0.991,00093-1122-01_PART_1_OF_1_CHAL10_SB_CC29665B.jpg
36956,94.0569,11.6825,118,42,167,191.9283,95.7204,192.8877,95.6288,747.7128,57,12,270,168,276.3899,170.2444,179.9373,0.8307,270.6677,3475966,92,0.4642,0.5515,100,3475966,57,85,175.9747,168,1.6235,0.616,0.9912,00093-1122-01_PART_1_OF_1_CHAL10_SF_CC29665B.jpg
18444,178.636,18.8072,187,117,200,191.853,95.9715,191.7294,95.5457,542.86,89,40,206,112,208.9741,112.3758,179.7976,0.7865,206.5454,3294762,185,-2.6417,5.7222,100,3294762,89,88,175.8353,112,1.8596,0.5377,0.9889,00093-1172-01_PART_1_OF_1_CHAL10_SB_CC2DE65F.jpg
18495,178.867,18.8865,187,117,206,191.973,96.0193,191.9549,95.6416,544.5168,89,39,206,114,208.8445,112.7564,179.9596,0.7839,206.6204,3308145,185,-2.6522,5.7939,100,3308145,89,88,175.5588,114,1.8522,0.5399,0.9875,00093-1172-01_PART_1_OF_1_CHAL10_SF_CC2DE65F.jpg
32115,175.3929,17.0651,178,117,220,192.031,95.9537,191.78,95.5505,715.7128,57,20,270,151,272.6995,149.9456,0.4294,0.7878,270.6677,5632744,178,-2.1274,5.3147,100,5632744,57,105,4.0253,151,1.8187,0.5499,0.9905,00093-1174-01_PART_1_OF_1_CHAL10_SB_B52B5AFA.jpg
32220,177.3815,17.2404,180,116,219,192.1575,96.035,192.1293,96.0096,718.5412,56,20,272,152,273.3839,150.0592,0.0373,0.7842,272.2646,5715232,180,-2.3261,6.0018,100,5715232,56,91,177.4739,152,1.8218,0.5489,0.9897,00093-1174-01_PART_1_OF_1_CHAL10_SF_B52B5AFA.jpg
26570,168.968,16.4448,118,114,217,191.9365,95.8711,193.6652,96.1277,607.7128,100,4,184,184,184.2835,183.5757,6.774,0.9041,185.5694,4489479,170,-1.556,3.449,100,4489479,112,143,30.4342,184,1.0039,0.9962,0.9902,00093-1177-01_PART_1_OF_1_CHAL10_SB_4F2B27C9.jpg
26751,171.2845,15.8036,172,110,213,192.0161,96.0513,190.7228,96.3869,608.8843,100,4,184,184,184.9259,184.1842,164.4786,0.9067,186.325,4582032,173,-2.1875,5.2981,100,4582032,107,58,156.5995,184,1.004,0.996,0.9906,00093-1177-01_PART_1_OF_1_CHAL10_SF_4F2B27C9.jpg
36468,114.7708,10.0769,118,54,169,191.8587,95.8891,193.8083,95.6877,776.4407,42,18,300,155,302.3029,153.596,0.1048,0.7602,300.5395,4185460,114,0.5451,1.7877,100,4185460,42,87,176.5664,155,1.9682,0.5081,0.9907,00093-1893-01_PART_1_OF_1_CHAL10_SB_9C2B4E3A.jpg
36637,114.1746,9.3366,118,73,163,191.9322,95.8512,193.9682,95.4433,779.5118,41,18,302,156,302.4709,154.222,0.2761,0.7577,302.0596,4183016,114,0.5483,1.7274,100,4183016,41,101,1.1382,156,1.9613,0.5099,0.9905,00093-1893-01_PART_1_OF_1_CHAL10_SF_9C2B4E3A.jpg
13552,181.5798,20.6971,188,103,218,192.085,96.1282,192.5706,96.1156,433.6884,126,30,132,132,131.6026,131.1139,7.4377,0.9054,132.9662,2460769,188,-2.4472,4.8319,100,2460769,128,78,164.2914,131.5219,1.0037,0.9963,0.9867,00093-2046-56_PART_1_OF_1_CHAL10_SB_EE29773B.jpg
13566,176.2704,18.765,182,101,208,191.9971,96.041,191.7121,96,433.6884,126,30,132,132,131.5688,131.2831,174.0526,0.9064,132.8157,2391284,182,-2.5593,5.234,100,2391284,129,75,161.5651,131.5219,1.0022,0.9978,0.987,00093-2046-56_PART_1_OF_1_CHAL10_SF_EE29773B.jpg
10473,181.1808,22.281,118,104,213,191.9644,95.9985,192.4422,95.957,381.4041,134,38,116,116,115.6622,115.2895,10.316,0.9047,116.8289,1897507,188,-2.1741,3.5589,100,1897507,143,128,35.5947,115.9655,1.0032,0.9968,0.9851,00093-2047-56_PART_1_OF_1_CHAL10_SB_EA29752B.jpg
10544,175.2537,19.5553,182,97,205,191.9132,96.0344,191.7671,95.9992,381.4041,134,38,116,116,115.9693,115.7638,177.612,0.9108,117.2391,1847875,182,-2.411,4.292,100,1847875,141,125,28.5325,115.9655,1.0018,0.9982,0.9861,00093-2047-56_PART_1_OF_1_CHAL10_SF_EA29752B.jpg
10524,176.9481,20.8075,118,116,205,191.8999,95.831,192.5546,95.7463,381.4041,134,38,116,116,116.2086,115.3062,2.9183,0.9091,117.4436,1862202,182,-2.112,3.3943,100,1862202,135,111,15.8114,115.9655,1.0078,0.9922,0.9858,00093-2048-56_PART_1_OF_1_CHAL10_SB_632B3189.jpg
10523,178.8559,20.7731,186,117,209,191.8311,96.0891,191.569,96.0307,381.9899,134,38,116,116,115.8873,115.6149,9.2395,0.9062,117.0043,1882101,185,-2.4289,4.2842,100,1882101,145,61,142.6404,115.9655,1.0024,0.9976,0.9856,00093-2048-56_PART_1_OF_1_CHAL10_SF_632B3189.jpg
8006,175.4328,21.3829,118,117,221,192.0426,95.8005,192.566,95.7283,333.1198,141,46,102,100,101.6959,100.2357,174.5478,0.9066,102.8251,1404515,181,-2.0347,2.9257,100,1404515,141,89,172.7368,100,1.0146,0.9856,0.9833,00093-2055-06_PART_1_OF_1_CHAL10_SB_B12B588A.jpg
8008,181.5804,23.3017,189,117,216,191.9065,95.8643,191.6349,95.8415,333.9483,141,45,102,101,101.3682,100.5848,171.2402,0.9024,102.7278,1454096,189,-2.2119,3.2583,100,1454096,147,71,148.9406,101,1.0078,0.9923,0.9822,00093-2055-06_PART_1_OF_1_CHAL10_SF_B12B588A.jpg
33626,194.0422,21.9441,206,106,224,192.0174,96.0599,191.9888,95.175,746.9432,48,25,288,142,296.5309,144.3828,0.0201,0.7574,288.1111,6524862,202,-2.5781,6.1026,100,6524862,48,101,1.5911,142,2.0538,0.4869,0.9901,00093-2060-98_PART_1_OF_1_CHAL10_SB_072983CC.jpg
33673,195.1763,21.5549,207,105,226,191.822,96.0266,191.8177,95.6067,746.9432,48,25,288,142,296.5838,144.5588,0.0123,0.7584,288.1736,6572170,201,-2.8208,7.3478,100,6572170,48,102,1.9886,142,2.0516,0.4874,0.9903,00093-2060-98_PART_1_OF_1_CHAL10_SF_072983CC.jpg
16510,136.59,11.0771,118,72,168,191.8056,95.8371,192.2047,95.9717,520.333,92,46,200,100,205.9617,102.0636,179.9149,0.7663,200.2024,2255101,138,-1.0941,3.0743,100,2255101,92,90,177.4234,100,2.018,0.4955,0.9874,00093-2061-98_PART_1_OF_1_CHAL10_SB_552B2A99.jpg
16497,137.6327,10.9584,118,68,178,191.833,95.9628,191.9328,96.2596,520.333,92,46,200,100,206.187,101.8717,179.809,0.7657,200.4221,2270527,139,-0.7809,1.8693,100,2270527,92,89,176.281,100,2.024,0.4941,0.9873,00093-2061-98_PART_1_OF_1_CHAL10_SF_552B2A99.jpg
40570,84.7102,14.6056,118,42,130,190.4343,95.8074,192.1982,94.5459,868.86,16,32,352,128,375.6103,137.5237,0.053,0.6753,352.4599,3436692,86,-0.0325,0.635,100,3436692,16,105,2.9273,128,2.7312,0.3661,0.9886,00093-2075-01_PART_1_OF_1_CHAL10_SB_C326E187.jpg
40630,82.8047,16.7292,118,22,139,190.5714,95.903,192.2383,96.1607,870.86,16,32,352,128,376.6504,137.3468,0.047,0.6732,352.6259,3364353,85,-0.3753,0.9114,100,3364353,16,107,3.4142,128,2.7423,0.3647,0.9875,00093-2075-01_PART_1_OF_1_CHAL10_SF_C326E187.jpg
21912,190.0408,25.3127,207,116,215,190.8715,96.0191,191.357,95.8188,631.9483,65,48,254,96,270.3662,103.1905,179.9497,0.6895,254.3325,4164173,200,-1.9356,2.7307,100,4164173,65,102,2.9299,96,2.6201,0.3817,0.9874,00093-2080-01_PART_1_OF_1_CHAL10_SB_D326E9C7.jpg
22130,189.9989,27.9012,208,54,215,190.9127,95.8276,191.3394,95.6829,639.262,64,47,256,98,272.2068,103.5124,0.0718,0.6805,256.3299,4204675,201,-1.8941,2.5398,100,4204675,64,102,2.9071,98,2.6297,0.3803,0.9792,00093-2080-01_PART_1_OF_1_CHAL10_SF_D326E9C7.jpg
21904,172.3567,38.4062,118,33,214,190.658,95.8851,192.7416,95.0395,639.5046,64,48,256,97,271.6789,102.6544,0.0846,0.673,256.0957,3775301,188,-1.1513,0.2666,100,3775301,64,93,178.4337,97,2.6465,0.3779,0.9816,00093-2130-01_PART_1_OF_1_CHAL10_SB_E329F1AF.jpg
22179,170.0642,38.9055,118,34,216,190.7759,95.7684,191.2265,95.7188,638.6762,64,47,256,98,271.7238,103.9261,0.0886,0.6833,256.2362,3771853,186,-1.0088,-0.1266,100,3771853,64,101,2.4604,98,2.6146,0.3825,0.9826,00093-2130-01_PART_1_OF_1_CHAL10_SF_E329F1AF.jpg
27028,163.8309,40.05,118,33,207,190.5245,95.823,190.9589,94.9509,709.9899,49,43,286,106,304.8418,112.8884,179.9245,0.6738,286.3931,4428022,180,-1.0817,0.0892,100,4428022,49,88,176.9977,106,2.7004,0.3703,0.9837,00093-2131-01_PART_1_OF_1_CHAL10_SB_E729F3BF.jpg
26725,163.224,38.8368,118,25,210,190.773,95.9509,189.9275,95.735,712.9605,50,43,284,106,303.2528,112.2078,179.8762,0.6607,284.4503,4362161,178,-1.0068,-0.043,100,4362161,50,88,176.7755,106,2.7026,0.37,0.9816,00093-2131-01_PART_1_OF_1_CHAL10_SF_E729F3BF.jpg
19302,174.617,17.5189,175,116,208,191.9906,95.9716,193.1574,95.8995,517.2864,113,18,158,156,157.0359,156.4997,4.739,0.9065,158.354,3370458,177,-2.2801,5.0932,100,3370458,122,133,27.8597,156,1.0034,0.9966,0.9889,00093-2158-01_PART_1_OF_1_CHAL10_SB_5A2B2D69.jpg
19392,178.1427,18.5719,118,111,212,191.8382,96.1315,190.7904,96.0768,519.8721,113,18,158,157,157.5201,156.7461,163.8267,0.9017,158.8081,3454544,182,-2.3623,5.165,100,3454544,116,73,163.1625,157,1.0049,0.9951,0.9884,00093-2158-01_PART_1_OF_1_CHAL10_SF_5A2B2D69.jpg
13686,173.7754,19.0839,118,99,211,191.9581,95.7912,193.1134,95.5713,434.86,126,30,132,132,132.1708,131.8412,160.1698,0.9095,133.6001,2378290,177,-1.9676,3.4972,100,2378290,151,43,126.7841,132,1.0025,0.9975,0.9876,00093-2203-01_PART_1_OF_1_CHAL10_SB_CE27E77F.jpg
13760,171.82,17.8485,118,104,203,192.0107,95.8672,191.6456,95.65,436.0315,126,30,132,132,132.5172,132.2075,167.048,0.9095,133.8432,2364243,177,-2.3358,4.3849,100,2364243,150,44,128.3255,132,1.0023,0.9977,0.9878,00093-2203-01_PART_1_OF_1_CHAL10_SF_CE27E77F.jpg
8838,179.9229,22.7022,118,95,217,192.1259,95.9485,192.6504,95.8425,349.0193,139,43,106,106,106.3852,105.775,5.4704,0.9117,107.7033,1590159,188,-2.1042,3.1347,100,1590159,146,68,148.6713,106,1.0058,0.9943,0.9851,00093-2204-01_PART_1_OF_1_CHAL10_SB_8426C266.jpg
8957,171.353,19.1815,180,98,202,191.8943,95.9993,191.9813,95.9212,352.4335,138,43,108,106,107.0904,106.4933,5.8245,0.9062,108.2682,1534809,179,-2.2454,3.5097,100,1534809,142,117,21.1135,106,1.0056,0.9944,0.9842,00093-2204-01_PART_1_OF_1_CHAL10_SB_8A204572.jpg
8882,177.2484,21.6423,186,93,212,191.901,95.9892,191.7985,95.8515,350.4335,138,43,107,106,106.5229,106.1641,178.7574,0.9089,107.912,1574320,185,-2.2257,3.4103,100,1574320,141,78,159.3818,106,1.0034,0.9966,0.9845,00093-2204-01_PART_1_OF_1_CHAL10_SF_8426C266.jpg
9010,172.0296,19.7622,180,99,207,191.8801,95.8231,191.4908,95.7837,353.262,138,42,108,107,107.3571,106.8572,9.0178,0.9073,108.5035,1549987,179,-2.1308,3.2127,100,1549987,141,77,160.062,107,1.0047,0.9953,0.9844,00093-2204-01_PART_1_OF_1_CHAL10_SF_8A204572.jpg
42246,167.672,16.8591,171,100,208,191.9329,96.0105,193.4192,95.1063,822.5584,35,21,314,150,330.1741,162.9118,0.0377,0.7846,314.7014,7083470,170,-1.2607,2.4423,100,7083470,35,108,3.8262,150,2.0267,0.4934,0.9951,00093-2210-98_PART_1_OF_1_CHAL10_SB_B827DC6E.jpg
42485,168.2385,16.5076,171,114,208,192.1981,95.7484,193.6225,95.5715,825.9727,35,20,314,151,330.6652,163.5902,0.0815,0.7826,314.9159,7147614,170,-1.3402,2.9079,100,7147614,35,84,175.6292,151,2.0213,0.4947,0.994,00093-2210-98_PART_1_OF_1_CHAL10_SF_B827DC6E.jpg
35297,165.8314,15.7423,170,117,199,192.0093,96.0218,193.3445,94.9305,746.1737,51,26,282,140,296.1879,151.7332,179.9352,0.7967,282.7808,5853350,170,-1.5605,2.7384,100,5853350,51,85,175.7412,140,1.952,0.5123,0.9946,00093-2263-01_PART_1_OF_1_CHAL10_SB_0029803C.jpg
35323,165.6864,14.6532,168,116,205,191.8275,95.9684,193.1013,95.5403,746.1737,51,26,282,140,296.2723,151.8017,179.9614,0.7972,282.7808,5852541,167,-1.7291,4.2112,100,5852541,51,84,175.7412,140,1.9517,0.5124,0.9948,00093-2263-01_PART_1_OF_1_CHAL10_SF_0029803C.jpg
51240,168.4198,14.7932,168,116,207,191.9856,95.8976,194.0722,95.0998,903.2275,22,11,340,170,355.6399,183.4462,0.1255,0.7893,340.2484,8629831,169,-1.6055,4.4962,100,8629831,22,104,2.1897,170,1.9387,0.5158,0.9935,00093-2264-01_PART_1_OF_1_CHAL10_SB_DE296F5B.jpg
51451,166.506,15.1317,166,96,209,191.8607,95.9888,193.8953,95.8709,901.0854,22,11,340,170,356.0521,183.9884,0.0029,0.7963,340.5305,8566899,167,-1.3705,3.6167,100,8566899,22,106,3.1985,170,1.9352,0.5167,0.9951,00093-2264-01_PART_1_OF_1_CHAL10_SF_DE296F5B.jpg
23702,169.456,18.3531,118,109,221,192.2198,96.0267,193.448,95.2982,621.4041,73,40,238,112,249.4633,120.973,179.9972,0.7713,238.1701,4016445,173,-1.3732,2.2859,100,4016445,73,99,2.1656,112,2.0621,0.4849,0.9911,00093-2267-01_PART_1_OF_1_CHAL10_SB_052982AC.jpg
23471,168.4949,17.0989,118,104,217,191.995,96.0097,193.102,95.5843,618.333,74,40,236,112,249.3445,119.8511,0.0795,0.7714,237.0232,3954744,171,-1.5445,3.2412,100,3954744,74,107,5.3257,111.7863,2.0805,0.4807,0.988,00093-2267-01_PART_1_OF_1_CHAL10_SF_052982AC.jpg
38987,169.7801,15.8056,172,91,214,192.0382,96.0127,192.9173,95.4787,799.3452,38,26,308,140,325.4044,152.548,179.9785,0.7668,308.6487,6619218,172,-1.6761,4.472,100,6619218,38,106,3.7153,140,2.1331,0.4688,0.9951,00093-2268-01_PART_1_OF_1_CHAL10_SB_D5296ADB.jpg
38932,168.6826,15.9639,171,115,216,191.7661,95.989,192.4877,95.7724,798.7595,38,26,308,140,324.9835,152.5301,179.9563,0.7668,308.5255,6567151,171,-1.6513,3.9546,100,6567151,38,86,176.6553,140,2.1306,0.4693,0.9951,00093-2268-01_PART_1_OF_1_CHAL10_SF_D5296ADB.jpg
25848,146.6501,11.3236,118,93,192,191.7633,95.8083,191.9252,95.6618,669.0437,59,34,265,124,267.3021,123.1217,179.7366,0.7257,265.1528,3790612,149,-1.0687,1.5053,100,3790612,59,94,178.0549,124,2.171,0.4606,0.9887,00093-2270-34_PART_1_OF_1_CHAL10_SB_E12D70FB.jpg
